symbol,beta,52wk-change,52wk-change-sp500,52wk-high,52wk-low,50day-moving-avg,200day-moving-avg,avg-vol-3month,avg-vol-10day,shares-outstanding,float,insider-pct,institutional-pct,shares-short,short-ratio,short-pct-float,short-pct-shares-outstanding,shares-short,forward-annual-div,forward-div,trailing-div,trailing-annual-div,5yr-avg-div-yield,payout-ratio,div-date,xdiv-date,last-split-factor,last-split-date,fiscal-year-ends,most-recent-qtr,profit-margin,operating-margin,return-on-assets,return-on-equity,revenue,revenue-per-share,quarterly-revenue,gross-profit,ebitda,netincome-avail-to-common,diluted-eps,qtr-earnings-growth,total-cash,total-cash-per-share,total-debt,total-debit-to-equity,current-ratio,book-value,operating-cash-flow,levered-free-cash-flow
br,0.88,-4.92%,5.66%,136.99,81.90,124.18,115.84,719.41k,526.23k,114.82M,114.09M,0.66%,88.37%,1.61M,2.08,1.62%,1.40%,1.53M,2.16,1.69%,2.11,1.65%,1.70,59.46%,"Jul 01, 2020","Jun 10, 2020",N/A,N/A,"Jun 29, 2019","Mar 30, 2020",9.50%,12.95%,8.32%,33.72%,4.38B,38.15,2.00%,1.23B,855.5M,416.1M,3.55,-3.10%,402.6M,3.51,2.41B,200.13,1.08,10.50,554.7M,627.8M
gm,1.42,-38.03%,5.66%,41.90,14.33,26.76,27.54,16.03M,14.64M,1.43B,1.33B,7.19%,78.03%,21.03M,1.25,1.47%,1.47%,20.54M,N/A,N/A,1.52,6.49%,4.36,46.63%,"Mar 19, 2020","Mar 04, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",3.60%,4.79%,1.69%,10.81%,135.07B,94.58,-6.20%,14.14B,11.97B,4.71B,3.26,-86.40%,34.53B,24.13,128.76B,290.54,1.07,28.65,16.66B,-742M
vno,1.36,-45.05%,5.66%,68.68,27.64,39.18,47.77,2.8M,1.83M,191.12M,178.01M,8.44%,90.60%,12.43M,3.67,8.47%,6.50%,13.15M,2.64,7.56%,2.64,7.56%,3.52,17.27%,"May 21, 2020","May 07, 2020",1237:1000,"Jul 17, 2017","Dec 30, 2019","Mar 30, 2020",154.34%,23.88%,1.60%,43.48%,1.93B,10.09,-14.50%,1.08B,834.93M,2.92B,15.29,-91.00%,1.59B,8.3,8.59B,108.50,7.07,31.11,649.87M,-211.84M
eqr,0.58,-28.35%,5.66%,89.55,49.62,60.77,69.32,3.01M,2.75M,372.13M,366.25M,1.55%,94.92%,4.41M,1.22,1.59%,1.19%,6.22M,2.41,4.25%,2.31,4.06%,3.08,73.17%,"Jul 09, 2020","Jun 18, 2020",2:1,"Oct 11, 2001","Dec 30, 2019","Mar 30, 2020",43.16%,33.56%,2.74%,11.30%,2.72B,7.34,3.00%,1.79B,1.75B,1.17B,3.14,195.20%,82.33M,0.22,8.96B,80.59,0.13,28.20,1.47B,1.24B
afl,0.89,-38.36%,5.66%,57.18,23.07,36.76,40.93,3.97M,3.26M,717.51M,664.84M,8.52%,64.68%,7.98M,1.64,1.12%,1.11%,10.56M,1.12,3.30%,1.09,3.21%,2.29,27.39%,"May 31, 2020","May 18, 2020",2:1,"Mar 18, 2018","Dec 30, 2019","Mar 30, 2020",13.49%,19.02%,1.74%,11.22%,21.81B,29.65,-8.80%,7.76B,4.19B,2.94B,3.98,-39.00%,5.06B,7.05,9.73B,36.84,0.47,36.75,5.33B,2.45B
mos,1.71,-47.37%,5.66%,25.71,6.50,12.94,14.56,4.58M,4.27M,379.02M,343.7M,9.50%,81.23%,8.71M,1.87,2.85%,2.30%,12.35M,0.2,1.71%,0.20,1.71%,2.34,N/A,"Jun 17, 2020","Jun 02, 2020",2:1,"Nov 30, 1995","Dec 30, 2019","Mar 30, 2020",-15.91%,2.07%,0.58%,-14.71%,8.8B,23.04,-5.30%,897.3M,1.11B,-1.4B,-3.67,N/A,1.07B,2.82,5.76B,67.30,1.29,22.13,1.46B,341.58M
adm,0.95,-5.65%,5.66%,47.20,28.92,39.84,39.35,2.9M,2.26M,555.5M,553.42M,0.44%,80.70%,11.06M,3.46,2.00%,1.99%,9.33M,1.44,3.81%,1.41,3.73%,3.01,51.84%,"Jun 09, 2020","May 18, 2020",105:100,"Aug 29, 2001","Dec 30, 2019","Mar 30, 2020",2.39%,2.51%,2.21%,8.08%,64.32B,114.35,-2.20%,4.15B,2.61B,1.54B,2.72,67.80%,4.73B,8.52,13.49B,70.82,1.51,34.15,-4.07B,1.2B
fb,1.20,20.19%,5.66%,247.65,137.10,233.40,204.43,25.88M,26.61M,2.41B,2.39B,0.66%,79.41%,27.7M,1.08,1.16%,0.97%,29.98M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,"Dec 30, 2019","Mar 30, 2020",28.57%,36.21%,13.40%,21.85%,73.36B,25.71,17.60%,57.93B,32.54B,20.96B,7.29,101.80%,60.29B,21.16,10.81B,10.27,4.60,36.94,38.01B,16.83B
aptv,2.26,-5.57%,5.66%,99.04,29.22,77.59,74.40,2.53M,1.45M,270.03M,253.16M,0.46%,99.99%,6.91M,1.82,2.98%,2.56%,3.95M,N/A,N/A,0.88,1.17%,1.28,9.70%,"Feb 18, 2020","Feb 03, 2020",1193:1000,"Dec 04, 2017","Dec 30, 2019","Mar 30, 2020",16.58%,9.27%,5.56%,53.05%,14.01B,54.74,-9.80%,2.65B,2.01B,2.32B,9.06,555.00%,2.06B,8.06,6.62B,128.57,1.69,19.50,1.7B,1.01B
el,0.78,1.28%,5.66%,220.42,137.01,193.53,186.59,1.68M,1.22M,224.76M,223.28M,4.05%,90.55%,3.23M,1.94,1.46%,0.90%,3.1M,N/A,N/A,1.82,0.97%,1.15,51.27%,"Mar 15, 2020","Feb 26, 2020",2:1,"Jan 22, 2012","Jun 29, 2019","Mar 30, 2020",8.43%,16.78%,10.36%,29.26%,15.45B,42.81,-10.70%,11.5B,3.19B,1.3B,3.54,N/A,4.89B,13.58,8.86B,203.30,1.62,12.02,2.71B,1.6B
now,1.35,40.45%,5.66%,430.83,213.99,397.30,336.00,1.99M,1.48M,190.7M,189.74M,0.77%,98.93%,5.99M,3.24,3.16%,3.14%,5.77M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,"Dec 30, 2019","Mar 30, 2020",18.20%,2.88%,1.26%,39.09%,3.72B,19.72,32.60%,2.66B,380.07M,676.47M,3.36,N/A,1.86B,9.75,1.2B,53.09,1.03,11.88,1.37B,1.22B
ess,0.68,-26.09%,5.66%,334.17,175.81,241.88,262.74,496.42k,328.55k,65.42M,63.99M,2.11%,99.33%,894.62k,1.82,1.91%,1.37%,1.05M,8.31,3.71%,7.93,3.54%,2.75,82.49%,"Jul 14, 2020","Jun 28, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",39.21%,38.92%,3.03%,10.43%,1.62B,24.58,11.10%,1.15B,1.13B,635.43M,9.62,165.00%,271.88M,4.16,6.58B,101.94,0.59,95.21,930.25M,813.61M
hd,1.06,14.36%,5.66%,259.29,140.63,248.35,225.36,4.95M,2.91M,1.08B,1.07B,0.12%,72.20%,8.85M,1.53,0.82%,0.82%,10.25M,6,2.42%,5.72,2.31%,2.09,55.47%,"Jun 17, 2020","Jun 02, 2020",3:2,"Dec 30, 1999","Feb 01, 2020","May 02, 2020",9.79%,13.85%,17.60%,N/A,112.1B,103.23,7.10%,37.57B,17.88B,10.97B,10.07,-10.70%,8.7B,8.09,41.75B,N/A,1.17,-3.24,14.75B,9.92B
tgt,0.79,36.94%,5.66%,130.24,80.03,119.25,113.38,5.26M,2.94M,500.02M,498.7M,0.26%,84.60%,16.68M,2.72,3.34%,3.34%,18.72M,2.72,2.31%,2.62,2.22%,3.18,48.79%,"Sep 09, 2020","Aug 17, 2020",2:1,"Jul 19, 2000","Jan 31, 2020","May 01, 2020",3.46%,5.37%,6.29%,24.78%,80.1B,157.92,11.30%,23.25B,6.9B,2.76B,5.40,-64.30%,4.58B,9.17,16.7B,149.51,1.01,22.34,8.08B,4.47B
pgr,0.51,-3.82%,5.66%,84.96,62.18,78.94,77.48,3.15M,2.63M,585.3M,583.1M,0.29%,82.12%,5.59M,1.75,0.96%,0.95%,5.25M,0.4,0.51%,2.65,3.41%,2.20,6.60%,"Jul 14, 2020","Jul 05, 2020",1:1,"Jan 26, 2014","Dec 30, 2019","Mar 30, 2020",9.19%,11.94%,5.54%,26.72%,39.02B,66.81,0.30%,5.53B,4.97B,3.56B,6.06,-35.80%,2.89B,4.94,5.58B,38.27,0.41,23.68,6.02B,5.39B
cxo,1.84,-50.30%,5.66%,104.88,33.13,56.14,62.44,2.69M,1.99M,196.7M,192.94M,1.08%,96.85%,6.08M,2.16,4.94%,3.09%,7.79M,0.8,1.58%,0.57,1.21%,N/A,N/A,"Jun 25, 2020","May 06, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",-224.22%,-210.28%,-27.37%,-70.25%,4.14B,20.92,-16.20%,3.48B,4.81B,-9.29B,-46.90,N/A,165M,0.85,3.96B,47.21,2.16,42.92,3.05B,3.57B
wltw,0.80,2.36%,5.66%,220.97,143.34,197.66,194.45,880.19k,534.45k,128.76M,128.13M,0.34%,92.54%,3.43M,4.63,3.52%,2.66%,3.14M,2.72,1.37%,2.66,1.34%,1.69,32.23%,"Jul 14, 2020","Jun 28, 2020",3775:10000,"Jan 04, 2016","Dec 30, 2019","Mar 30, 2020",11.55%,17.76%,2.77%,10.60%,9.19B,70.71,6.70%,4.02B,2.21B,1.06B,8.16,6.30%,898M,6.98,6.94B,66.79,1.05,79.73,1.15B,1.2B
rsg,0.62,-6.32%,5.66%,100.91,65.37,83.12,85.38,1.33M,1.37M,318.1M,208.87M,0.17%,94.47%,2.49M,2,1.19%,0.78%,3.31M,1.62,2.01%,1.59,1.98%,2.08,47.04%,"Jul 14, 2020","Jun 29, 2020",3:2,"Mar 18, 2007","Dec 30, 2019","Mar 30, 2020",10.45%,17.18%,4.99%,13.54%,10.38B,32.41,3.40%,4.08B,2.89B,1.09B,3.38,5.20%,306.6M,0.96,9.36B,115.25,0.89,25.52,2.37B,820.21M
hp,2.10,-63.58%,5.66%,52.48,12.40,21.16,27.37,3.57M,1.87M,107.42M,103.95M,3.14%,95.56%,6.5M,1.48,7.05%,6.05%,6.87M,1,5.40%,2.84,16.27%,5.73,N/A,"Aug 30, 2020","Aug 13, 2020",2:1,"Jul 09, 2006","Sep 29, 2019","Mar 30, 2020",-19.47%,5.58%,1.59%,-12.92%,2.59B,23.75,-12.10%,989.9M,674.67M,-506.01M,-4.66,N/A,381.74M,3.55,528.54M,15.27,2.97,32.22,679.37M,451.8M
fis,0.67,5.00%,5.66%,158.21,91.68,137.33,135.27,3.91M,3.11M,617.83M,615.87M,0.33%,92.30%,8.48M,2.41,1.38%,1.37%,9.84M,1.4,1.03%,1.40,1.03%,1.25,608.70%,"Jun 25, 2020","Jun 10, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",1.45%,15.25%,2.03%,0.58%,11.35B,21.91,49.60%,3.72B,3.92B,165M,0.31,-89.90%,1.37B,2.22,20.38B,41.28,1.05,79.82,2.5B,3.14B
holx,1.47,21.88%,5.66%,59.14,26.49,54.00,48.93,2.83M,2.28M,258.21M,255.91M,0.33%,99.57%,4.13M,1.7,2.24%,1.60%,3.67M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,2:1,"Apr 02, 2008","Sep 27, 2019","Mar 27, 2020",13.62%,18.70%,5.82%,21.22%,3.32B,12.44,-7.60%,2.08B,1.04B,452.9M,1.68,N/A,799.8M,3.1,3.69B,176.42,1.31,8.08,643M,543.24M
noc,0.79,-10.23%,5.66%,385.01,263.31,319.32,336.21,938.53k,1.04M,166.7M,165.96M,0.49%,84.06%,1.28M,1.27,0.96%,0.77%,1.53M,5.8,2.03%,5.28,1.85%,1.51,39.67%,"Jun 16, 2020","May 28, 2020",10000:9035,"Mar 30, 2011","Dec 30, 2019","Mar 30, 2020",6.57%,8.95%,4.63%,25.31%,34.27B,203.12,5.30%,7.26B,4.08B,2.25B,13.29,0.60%,3.28B,19.66,18.11B,199.88,1.29,54.23,4.22B,1.89B
var,1.06,-12.07%,5.66%,150.06,89.62,121.25,124.23,756.86k,450.38k,90.81M,90.52M,0.38%,94.63%,3.65M,5.34,4.52%,4.02%,3.28M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,"Dec 01, 1998",10000:8769,"Jan 29, 2017","Sep 26, 2019","Apr 02, 2020",6.96%,14.61%,7.86%,12.85%,3.33B,36.61,1.90%,1.37B,579.5M,231.5M,2.52,-51.20%,667.8M,7.35,657.5M,35.15,1.28,20.52,378.8M,333.56M
maa,0.65,-6.08%,5.66%,148.88,82.00,116.90,121.18,782.62k,533.65k,114.35M,113.55M,0.65%,91.47%,1.49M,1.86,1.82%,1.30%,1.61M,4,3.55%,3.88,3.45%,3.41,137.10%,"Jul 30, 2020","Jul 13, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",19.71%,26.42%,2.44%,5.40%,1.66B,14.55,4.20%,973.16M,939.36M,322.63M,2.83,-42.40%,34.51M,0.3,4.52B,72.66,0.11,52.48,787.34M,711.14M
ndaq,0.75,17.90%,5.66%,123.12,71.66,118.68,109.56,790.73k,569.15k,164.07M,114.09M,18.68%,79.35%,2.87M,3.6,2.51%,1.75%,2.89M,1.96,1.62%,1.88,1.56%,1.73,43.02%,"Jun 25, 2020","Jun 10, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",15.95%,25.07%,4.89%,13.40%,4.58B,27.76,30.20%,2.54B,1.34B,730M,4.37,-17.80%,1.11B,6.76,4.48B,82.92,0.97,32.83,1.01B,765.25M
ci,0.70,-0.84%,5.66%,224.64,118.50,193.17,191.74,1.71M,1.84M,368.98M,367.7M,1.45%,92.71%,4.52M,2.85,1.23%,1.23%,4.97M,0.04,0.02%,0.04,0.02%,0.02,0.31%,"Apr 08, 2020","Mar 08, 2020",3:1,"Jun 04, 2007","Dec 30, 2019","Mar 30, 2020",3.19%,5.71%,3.56%,11.27%,154.17B,412.56,1.10%,25.26B,11.37B,4.92B,13.03,-13.70%,5.42B,14.7,37.1B,82.22,0.76,122.10,8.18B,2.75B
tif,1.01,29.29%,5.66%,134.42,78.60,121.71,128.21,2.3M,1.08M,121.35M,108.54M,0.95%,100.01%,9.38M,2.67,8.74%,7.73%,10.44M,2.32,1.92%,2.32,1.92%,2.06,80.28%,"Jul 09, 2020","Jun 18, 2020",2:1,"Jul 20, 2000","Jan 30, 2020","Apr 29, 2020",8.83%,12.40%,4.73%,11.06%,3.98B,32.85,-44.60%,2.76B,756.6M,351.3M,2.89,N/A,1.06B,8.72,2.71B,85.15,3.21,26.11,422.2M,57.69M
mo,0.46,-18.71%,5.66%,52.45,30.95,39.99,41.81,9.67M,6.69M,1.86B,1.86B,0.10%,64.19%,12.48M,1.18,0.67%,0.67%,16.25M,3.36,8.70%,3.32,8.60%,4.83,N/A,"Jul 09, 2020","Jun 11, 2020",3:1,"Apr 10, 1997","Dec 30, 2019","Mar 30, 2020",-4.21%,55.17%,12.61%,-8.36%,20.45B,10.97,15.00%,12.71B,11.52B,-868M,-0.48,38.60%,5.62B,3.02,29.97B,449.00,0.71,3.52,8.68B,7.07B
leg,1.58,-9.73%,5.66%,55.42,22.03,34.33,36.63,1.75M,1.13M,132.28M,130.64M,1.18%,75.32%,5.5M,3.03,5.36%,4.16%,6.36M,1.6,4.77%,1.60,4.77%,3.27,67.80%,"Jul 14, 2020","Jun 11, 2020",2:1,"Jun 15, 1998","Dec 30, 2019","Mar 30, 2020",6.86%,10.80%,6.31%,26.17%,4.64B,34.38,-9.50%,1.05B,685.6M,318.3M,2.36,-25.30%,505.8M,3.82,2.62B,211.84,2.09,9.36,647M,456.96M
xlnx,0.97,-18.51%,5.66%,133.00,67.68,94.31,88.75,2.97M,3.36M,243.19M,243.16M,0.18%,83.64%,7.65M,3.01,4.06%,3.15%,7.82M,1.52,1.52%,1.48,1.48%,2.01,47.59%,"Jun 02, 2020","May 11, 2020",2:1,"Dec 27, 1999","Mar 27, 2020","Mar 27, 2020",25.07%,26.07%,10.47%,30.63%,3.16B,12.56,-8.70%,2.14B,981.98M,792.72M,3.11,-33.70%,2.27B,9.3,1.31B,56.58,2.68,9.49,1.19B,880.67M
cms,0.19,1.45%,5.66%,69.17,46.03,58.70,60.91,2.04M,1.97M,286.22M,284.68M,0.46%,94.55%,4.52M,2.41,1.82%,1.58%,5.37M,1.63,2.76%,1.55,2.64%,2.81,62.45%,"May 28, 2020","May 13, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",10.68%,20.26%,3.22%,14.07%,6.65B,23.49,-9.50%,2.56B,2.21B,710M,2.49,14.10%,834M,2.91,14.34B,274.55,0.96,18.12,1.37B,-455M
amp,1.84,-1.14%,5.66%,180.85,80.01,148.47,139.40,1.07M,736.18k,122.34M,121.88M,0.25%,88.02%,3.09M,2.72,2.84%,2.52%,3.33M,4.16,2.90%,3.88,2.71%,2.55,14.38%,"May 28, 2020","May 14, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",27.69%,37.50%,2.06%,56.38%,12.76B,97.43,-4.00%,6.33B,4.97B,3.53B,26.57,415.40%,11.93B,97.49,5.16B,77.07,2.68,54.71,7.06B,5.48B
oke,2.12,-62.36%,5.66%,78.48,12.16,35.53,46.58,7.19M,7.91M,444.01M,411.04M,0.67%,75.92%,14.11M,1.85,4.40%,3.41%,12.44M,3.74,14.30%,3.67,14.05%,5.93,187.76%,"May 13, 2020","Apr 23, 2020",11422:10000,"Feb 02, 2014","Dec 30, 2019","Mar 30, 2020",8.40%,20.53%,5.97%,13.32%,9.52B,23.00,-23.10%,3.38B,2.45B,798.41M,1.92,N/A,531.63M,1.28,14.53B,261.33,1.36,13.44,2.02B,-2.41B
mxim,1.32,2.96%,5.66%,65.73,41.93,60.01,56.95,2.6M,2.53M,266.62M,264.6M,0.85%,95.29%,4.89M,2.3,2.53%,1.83%,5.85M,1.92,2.98%,1.92,2.98%,3.06,63.97%,"Jun 11, 2020","May 26, 2020",2:1,"Dec 21, 1999","Jun 28, 2019","Mar 27, 2020",37.00%,31.25%,11.70%,49.65%,2.2B,8.13,3.60%,1.5B,786.1M,814.95M,2.98,23.40%,1.69B,6.32,1.05B,64.94,5.95,6.05,825.99M,549.4M
met,1.35,-27.25%,5.66%,53.28,22.85,37.27,39.70,6.68M,5.59M,907.59M,767.64M,15.54%,77.43%,16.76M,2.44,2.18%,1.85%,18.14M,1.84,5.20%,1.76,4.97%,3.49,18.70%,"Jun 11, 2020","Aug 02, 2020",1122:1000,"Aug 06, 2017","Dec 30, 2019","Mar 30, 2020",12.45%,16.39%,1.01%,13.82%,71.63B,77.27,12.30%,20.48B,12.11B,8.74B,9.37,218.50%,41.66B,45.9,110.62B,157.00,1.08,77.37,13.56B,1.97B
amd,2.13,62.49%,5.66%,59.27,27.43,53.52,50.65,60.56M,46.77M,1.17B,1.16B,0.60%,78.19%,57.23M,0.98,4.92%,4.89%,61.73M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,"Apr 26, 1995",2:1,"Aug 21, 2000","Dec 27, 2019","Mar 27, 2020",6.72%,10.63%,8.92%,20.19%,7.25B,6.45,40.40%,2.87B,1.01B,487M,0.43,912.50%,1.38B,1.18,699M,23.02,2.21,2.59,641M,549.25M
cmg,1.22,47.14%,5.66%,1145.63,415.00,1046.43,870.53,534.15k,364.22k,27.89M,25.67M,1.61%,92.16%,1.43M,2.74,5.76%,5.12%,1.66M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,"Dec 30, 2019","Mar 30, 2020",5.95%,7.88%,5.70%,21.45%,5.69B,204.90,7.80%,1.9B,665.43M,338.41M,11.95,-13.30%,881.29M,31.6,2.94B,176.02,1.62,60.11,721.12M,380.47M
rhi,1.59,-13.77%,5.66%,63.97,32.38,52.37,51.14,1.47M,860.73k,114.6M,109.38M,2.96%,99.36%,9.72M,7.33,10.00%,8.48%,8.75M,1.36,2.76%,1.27,2.58%,1.94,33.78%,"Jun 14, 2020","May 21, 2020",2:1,"Jun 12, 2000","Dec 30, 2019","Mar 30, 2020",7.11%,9.90%,16.89%,39.38%,6.11B,53.30,2.60%,2.53B,671.19M,434.55M,3.76,-18.10%,249.91M,2.21,276.29M,24.45,1.76,10.02,517.48M,358.63M
ctas,1.43,9.71%,5.66%,304.81,154.33,267.23,248.06,730.74k,416.83k,104.05M,87.79M,15.58%,67.24%,2.04M,2.6,2.30%,1.96%,2.13M,2.55,0.96%,2.55,0.96%,1.00,28.91%,"Dec 05, 2019","Nov 06, 2019",3:2,"Mar 07, 2000","May 30, 2019","Feb 28, 2020",13.19%,17.50%,10.36%,29.46%,7.26B,69.57,7.60%,3.13B,1.64B,950.49M,8.81,15.30%,234.44M,2.25,3.03B,91.05,2.34,31.96,1.33B,910.44M
akam,0.34,36.89%,5.66%,116.39,75.18,104.42,97.14,2.23M,2.21M,162.27M,158.62M,2.47%,92.94%,6.05M,3.1,4.26%,3.73%,5.83M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,N/A,N/A,"Dec 30, 2019","Mar 30, 2020",16.74%,20.02%,6.09%,14.21%,2.95B,18.17,8.20%,1.91B,871.52M,494.05M,3.00,14.90%,1.25B,7.7,2.67B,72.74,3.20,22.64,1.12B,336.52M
j,0.96,-7.34%,5.66%,104.00,59.29,84.30,86.09,919.59k,895.25k,130.1M,122.39M,0.68%,92.66%,2.16M,2.48,1.89%,1.66%,1.95M,0.76,0.96%,N/A,N/A,N/A,56.00%,"Jun 16, 2020","Jul 22, 2020",2:1,"Mar 15, 2007","Sep 26, 2019","Mar 26, 2020",6.23%,5.94%,3.80%,3.49%,13.35B,99.48,10.90%,2.48B,966.65M,167.84M,N/A,N/A,1.84B,14.12,4.05B,72.11,1.97,N/A,-296.24M,675.13M
mmc,0.87,6.25%,5.66%,119.88,74.33,107.27,104.35,2.57M,1.38M,506.12M,504.8M,0.19%,90.66%,5.07M,1.63,1.00%,1.00%,6.47M,1.82,1.68%,1.82,1.68%,1.84,64.04%,"May 14, 2020","Apr 06, 2020",2:1,"Jun 30, 2002","Dec 30, 2019","Mar 30, 2020",10.33%,20.97%,7.34%,23.49%,17.23B,34.06,14.20%,7.34B,4.32B,1.78B,3.49,5.30%,1.48B,2.92,15.87B,213.02,1.13,14.42,2B,8.28B
aes,0.97,-16.27%,5.66%,21.23,8.11,13.65,15.58,6.73M,5.25M,664.77M,662.15M,0.37%,97.93%,8.66M,1.26,1.74%,1.30%,8.26M,0.57,4.12%,0.55,3.97%,3.71,125.64%,"May 14, 2020","Apr 29, 2020",2:1,"Jun 01, 2000","Dec 30, 2019","Mar 30, 2020",2.97%,20.95%,3.82%,9.02%,9.88B,14.87,-11.80%,2.35B,3.14B,292M,0.44,-6.50%,1.87B,2.82,21.09B,441.49,1.06,3.82,2.08B,-410.12M
re,0.46,-19.94%,5.66%,294.31,157.32,209.98,225.21,450.07k,316k,39.99M,39.21M,20.73%,82.26%,741.69k,1.37,3.59%,1.85%,965.14k,6.2,3.13%,5.90,2.98%,2.26,35.89%,"Jun 09, 2020","May 25, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",8.16%,7.99%,1.55%,7.90%,8.23B,204.45,-0.50%,1.18B,N/A,663.76M,16.45,-95.30%,1.26B,31.49,849.26M,9.90,1.77,214.59,1.9B,1.19B
disca,1.51,-37.52%,5.66%,33.66,17.12,21.95,24.54,5.24M,4.78M,160.02M,469.78M,3.25%,127.30%,42M,7.97,30.88%,8.29%,44.4M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,1957:1000,"Aug 06, 2014","Dec 30, 2019","Mar 30, 2020",18.54%,29.59%,6.25%,19.89%,11.12B,17.41,-0.90%,7.39B,4.59B,1.84B,2.51,-1.80%,1.46B,2.17,16.11B,141.25,1.61,14.05,3.19B,5.89B
ivz,1.49,-47.66%,5.66%,20.43,6.38,10.16,12.15,8.73M,5.93M,458.9M,374.67M,1.59%,89.05%,32.55M,3.75,8.69%,7.09%,26.9M,0.62,6.18%,1.09,10.81%,5.09,121.57%,"Jun 02, 2020","May 07, 2020",25:10,"Nov 07, 2000","Dec 30, 2019","Mar 30, 2020",10.02%,25.11%,2.95%,5.66%,6.5B,14.41,31.60%,2.03B,1.82B,468.5M,1.03,-20.80%,966.3M,2.11,2.94B,20.84,9.17,20.68,1.16B,3.72B
bdx,0.94,1.63%,5.66%,286.72,197.75,240.50,250.73,2.16M,1.99M,294.88M,271.07M,0.17%,89.53%,2.15M,0.71,0.84%,0.73%,2.24M,3.16,1.22%,3.12,1.21%,1.39,92.86%,"Jun 29, 2020","Jun 07, 2020",2:1,"Aug 20, 1998","Sep 29, 2019","Mar 30, 2020",6.17%,17.11%,3.51%,5.09%,17.41B,64.26,1.40%,8.29B,5.17B,923M,3.36,815.00%,2.36B,8.67,21.61B,103.17,0.98,77.08,3.5B,3.16B
oxy,1.98,-67.64%,5.66%,54.05,9.00,17.84,24.35,42.2M,22.06M,916.78M,897.35M,0.17%,84.51%,52.98M,1.08,6.42%,5.78%,77.05M,0.04,0.23%,3.15,19.35%,5.97,N/A,"Jul 14, 2020","Jun 11, 2020",10000:9983,"Feb 24, 2016","Dec 30, 2019","Mar 30, 2020",-14.52%,8.81%,1.72%,-12.00%,22.8B,26.93,60.10%,12.06B,10.12B,-3.83B,-4.55,N/A,2.02B,2.25,41.79B,133.53,1.18,23.92,7.77B,-661.5M
cvx,1.30,-32.21%,5.66%,127.00,51.60,91.62,94.51,10.27M,6.71M,1.87B,1.87B,0.05%,68.96%,16.41M,1.62,0.88%,0.88%,21.33M,5.16,6.24%,4.86,5.87%,4.19,233.65%,"Jun 09, 2020","May 17, 2020",2:1,"Sep 12, 2004","Dec 30, 2019","Mar 30, 2020",2.86%,7.25%,2.49%,2.51%,135.38B,72.18,-13.10%,59.75B,28.56B,3.87B,2.06,35.90%,8.54B,4.57,32.35B,22.32,1.01,77.09,26.98B,13.42B
coty,1.04,-62.02%,5.66%,13.4200,3.0200,4.6009,7.0721,18.95M,11.13M,763.09M,284.15M,63.20%,40.02%,21.76M,0.69,7.64%,2.85%,28.29M,N/A,N/A,0.50,12.20%,3.53,N/A,"Mar 26, 2020","Feb 13, 2020",N/A,N/A,"Jun 29, 2019","Mar 30, 2020",-38.33%,5.07%,1.29%,-50.34%,7.93B,10.49,-23.20%,5.35B,1.14B,-3.04B,-4.0260,N/A,1.28B,1.67,9.89B,243.65,1.19,4.89,392.7M,583.84M
cl,0.59,-0.43%,5.66%,77.41,58.49,72.78,70.87,4.09M,3.54M,856.53M,796.97M,0.24%,80.93%,12.56M,2.64,1.57%,1.47%,12.22M,1.76,2.40%,1.72,2.35%,2.33,58.70%,"Aug 13, 2020","Jul 16, 2020",2:1,"May 15, 2013","Dec 30, 2019","Mar 30, 2020",15.86%,23.05%,16.39%,"4,083.97%",15.91B,18.54,5.50%,9.34B,4.15B,2.52B,2.93,27.70%,897M,1.05,7.85B,2300.88,0.96,-0.13,3.3B,2.55B
nwsa,1.48,-10.48%,5.66%,15.07,7.90,12.09,11.73,2.53M,1.65M,388.86M,507.1M,0.58%,101.46%,9.31M,3.39,2.41%,1.58%,8.56M,0.2,1.69%,0.20,1.71%,N/A,N/A,"Apr 14, 2020","Mar 09, 2020",N/A,N/A,"Jun 29, 2019","Mar 30, 2020",-9.66%,4.70%,1.84%,-12.47%,9.55B,16.27,-7.80%,4.45B,880M,-923M,-1.57,N/A,1.39B,2.36,2.55B,29.78,1.39,13.31,729M,221.75M
